en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
tiresome;usandırıcı, bezdirici, yorucu, bıktırıcı;adj.;Repeatedly entering the same information into several systems is tiresome and creates unnecessary opportunities for error.;Aynı bilgiyi birkaç sisteme tekrar tekrar girmek usandırıcıdır ve gereksiz hata fırsatları yaratır.;;;C1;academic & general;
tissue;doku;n.;Scar tissue can limit movement when a deep injury affects muscles, tendons, or joints.;Derin bir yaralanma kasları, tendonları veya eklemleri etkilediğinde yara dokusu hareketi sınırlayabilir.;;;B2;anatomy & physiology;
titan;dev, çok büyük veya etkili kişi ya da kuruluş;n.;The technology titan announced a major investment in data centres powered entirely by renewable electricity.;Teknoloji devi, tamamen yenilenebilir elektrikle çalışan veri merkezlerine büyük yatırım yapacağını açıkladı.;;;C1;people & identity;
title;başlık, ünvan;n.;The documentary's title refers to the river that connects all five communities featured in the film.;Belgeselin başlığı, filmde yer alan beş topluluğun tamamını birbirine bağlayan nehri ifade ediyor.;"name; heading; rank";;A2;academic & general;
titular;yalnızca unvan bakımından, fiilî yetkisi olmayan;adj.;The minister was titular head of the committee, while operational decisions were made by civil servants.;"Bakan komitenin yalnızca unvan bakımından başıydı; operasyonel kararları bürokratlar alıyordu.";"nominal; ceremonial; formal";"actual; substantive; effective";C1;"government & politics;society & social issues";Unvan ile gerçek güç arasındaki ayrımı soran metinlerde ipucudur.
to;---e/a, -e doğru;prep.;We are planning to travel to Italy next summer to visit the historical sites in Rome.;Önümüzdeki yaz Roma'daki tarihi yerleri ziyaret etmek için İtalya'ya seyahat etmeyi planlıyoruz.;"toward; in the direction of";from;A1;comparison & evaluation;
to come;gelecek, ileride olacak;adj.;In the years to come, coastal planning will increasingly need to account for higher sea levels and stronger storms.;Gelecek yıllarda kıyı planlamasının yükselen deniz seviyelerini ve daha güçlü fırtınaları giderek daha fazla hesaba katması gerekecek.;;;C1;"academic & writing;movement & location";
to my surprise;şaşırtıcı bir şekilde;phrase;To my surprise, he agreed.;Şaşırtıcı bir şekilde, kabul etti.;surprisingly;as expected;B1;academic & general;
to the contrary;aksine;phrase;Despite evidence to the contrary, he believed it.;Aksine kanıtlara rağmen, buna inandı.;"opposite; otherwise";;B2;academic & general;
to the end;sonuna kadar;phrase;She stayed loyal to the end.;Sonuna kadar sadık kaldı.;"until the finish; through";;B2;academic & general;
toady;dalkavuk, şakşakçı, yağcı;n.;In the final technical report, surrounded by uncritical toadys, the authoritarian executive grew increasingly detached from organizational reality.;Nihai teknik raporda, eleştirel olmayan dalkavuklarla çevrili otoriter yönetici, kurumsal gerçeklikten giderek daha fazla koptu.;"sycophant; flatterer; fawner";"critic; detractor; skeptic";C2;psychology & mind;
today;bugün, günümüzde;adv.;Many people today live in urban areas with rapidly changing infrastructure.;Günümüzde birçok insan altyapısı hızla değişen kentsel alanlarda yaşıyor.;"nowadays; currently";;A2;academic & general;
toddler;yürümeye yeni başlayan çocuk;n.;A toddler can drown in very shallow water, so constant adult supervision is essential near pools.;"Yürümeye yeni başlayan bir çocuk çok sığ suda bile boğulabilir; bu nedenle havuz yakınında sürekli yetişkin gözetimi gereklidir.";"child; infant; baby; youngster";"adult; teenager";A2;academic & general;Yeni yürümeye başlamış küçük çocuk.
toilet;Tuvalet;n.;Excuse me, could you please tell me where the nearest public toilet is?;Affedersiniz, bana en yakın genel tuvaletin nerede olduğunu söyleyebilir misiniz?;"Bathroom; restroom; lavatory; loo";;A1;construction & infrastructure;
token;"İşaret, Simge; Jeton";"n.;adj.";Please accept this small gift as a token of our sincere appreciation for all your hard work.;Tüm sıkı çalışmanız için içten takdirimizin bir göstergesi olarak lütfen bu küçük hediyeyi kabul edin.;"Symbol; sign; mark; voucher";;B2;academic & general;"""Token gesture"" (sembolik jest) anlamında da kullanılır."
tolerance;hoşgörü;n.;Living in a diverse society requires a great deal of tolerance and respect for the beliefs and customs of others.;Farklılıkları olan bir toplumda yaşamak, başkalarının inançlarına ve geleneklerine karşı büyük bir hoşgörü ve saygı gerektirir.;"acceptance; open-mindedness";"intolerance; bigotry";B2;academic & general;
tolerate;hoş görmek, tolere etmek;v.;The school has a zero-tolerance policy and will not tolerate any form of bullying or harassment.;Okulun sıfır tolerans politikası vardır ve her türlü zorbalık veya tacizi hoş görmez.;"endure; bear; stand";"forbid; ban";B2;academic & general;
tomato;Domates;n.;For the sauce, you will need to chop two large tomatoes very finely and cook them slowly.;Sos için iki büyük domatesi çok ince doğramanız ve yavaşça pişirmeniz gerekecek.;;;A1;food & nutrition;
ton;Ton (1000 kg);n.;The truck was carrying several tons of construction materials to the building site.;Kamyon, inşaat sahasına birkaç ton inşaat malzemesi taşıyordu.;;;A2;measurement & quantity;
tone;Ton (Ses, Renk, Üslup);n.;I didn't like his aggressive tone of voice when he was explaining why he was late for the meeting.;Toplantıya neden geç kaldığını açıklarken kullandığı saldırgan ses tonunu beğenmedim.;"Pitch; intonation; shade; style";;B1;"language & linguistics;music & entertainment";
tool;Alet;n.;A hammer is a very basic tool that is used for driving nails into wood or other materials.;Çekiç, tahtaya veya diğer malzemelere çivi çakmak için kullanılan çok temel bir alettir.;"Implement; instrument; device";;A2;academic & general;
toothpick;Kürdan;n.;After the meal, the waiter brought toothpicks so the guests could clean their teeth.;Yemekten sonra garson, konukların dişlerini temizleyebilmesi için kürdan getirdi.;;;A2;food & nutrition;
topic;konu;n.;The conference devoted an entire session to the topic of energy storage in electricity systems with high renewable generation.;Konferans, yenilenebilir üretimin yüksek olduğu elektrik sistemlerinde enerji depolama konusuna tam bir oturum ayırdı.;"subject; theme; issue";;A2;academic & general;
topography;topografya;n.;The steep topography makes road construction difficult and expensive.;Dik topografya yol yapımını zor ve pahalı hale getiriyor.;;;C1;environment & ecology;
torch;"Meşale; El Feneri";n.;The campers used a torch to light their way through the dark forest back to their tents.;Kampçılar, karanlık ormanda çadırlarına geri dönerken yollarını aydınlatmak için bir el feneri kullandılar.;"Flashlight; flame";;B1;academic & general;"İngiliz İngilizcesinde ""flashlight"" yerine ""torch"" denir."
tornado;kasırga, hortum;n.;The tornado ripped through the small town with terrifying force, leaving a trail of destruction in its wake, with houses flattened and trees uprooted.;Kasırga, korkunç bir güçle küçük kasabayı kasıp kavurdu, ardında evlerin dümdüz olduğu ve ağaçların kökünden söküldüğü bir yıkım izi bıraktı.;"whirlwind; cyclone; twister";;B2;climate & weather;
torpedo;Torpil;"n.;v.";During the war, the submarine launched a torpedo which struck the enemy ship, causing it to sink rapidly.;Savaş sırasında denizaltı, düşman gemisine çarpan ve hızla batmasına neden olan bir torpido fırlattı.;;;B2;military & conflict;
torpid;uyuşuk, hareketsiz, durgun;adj.;During the intense summer heatwave, the entire village seemed to fall into a torpid state.;Yoğun yaz sıcak hava dalgası sırasında, tüm köy uyuşuk (hareketsiz) bir duruma düşmüş gibiydi.;"lethargic; sluggish; inactive";"energetic; active; lively";C2;medicine & health;Kış uykusuna yatan hayvanlar veya enerjisi tamamen bitmiş insanlar için kullanılır (Lethargic).
torpor;durgunluk, uyuşukluk;n.;Evidence suggested that torpor could alter decision making while the broader environment was changing.;Kanıtlar, durgunluk unsurunun karar verme üzerinde değişim yaratabileceğini daha geniş çevre değişirken gösterdi.;;;C2;psychology & mind;
torsional;burulmaya ilişkin;adj.;Researchers observed a torsional engineering design while the broader environment was changing.;Araştırmacılar, daha geniş çevre değişirken burulmaya ilişkin bir mühendislik tasarımı gözlemledi.;;;C1;engineering;
tort;haksız fiil;n.;The claimant sought compensation under tort law after suffering harm caused by negligence.;Davacı, ihmal nedeniyle zarar gördükten sonra haksız fiil hukuku kapsamında tazminat talep etti.;;;C1;law & justice;
tortious;haksız fiile ilişkin;adj.;Researchers observed a tortious legal procedure over the course of the decade.;Araştırmacılar, on yıl boyunca haksız fiile ilişkin bir hukuki süreç gözlemledi.;;;C2;law & justice;
tortoise;Kaplumbağa;n.;The tortoise moved very slowly across the garden path, carrying its heavy shell on its back.;Kaplumbağa, ağır kabuğunu sırtında taşıyarak bahçe yolunda çok yavaş hareket ediyordu.;Turtle;;A2;animals & wildlife;"""Turtle"" genellikle deniz kaplumbağaları için kullanılır."
torture;"işkence, eziyet, ıstırap; işkence yapmak, eziyet etmek";"n.;v.";International law prohibits torture even during war, emergency rule, or counterterrorism operations.;Uluslararası hukuk savaş, olağanüstü yönetim veya terörle mücadele operasyonları sırasında bile işkenceyi yasaklar.;"torment; agony; suffering; abuse";"comfort; relief";C1;academic & general;Şiddetli fiziksel veya zihinsel acı çektirme.
total;"toplam; tam";adj.;The total cost of the repairs came to more than we had expected.;Onarımların toplam maliyeti beklediğimizden daha fazla çıktı.;"complete; entire; full";"partial; incomplete";B1;academic & general;
total factor productivity;toplam faktör verimliliği;n.;Total factor productivity improved as firms used capital and labour more efficiently.;Şirketler sermaye ve emeği daha verimli kullandıkça toplam faktör verimliliği arttı.;;;C2;economics;
touch;dokunmak, ellemek, el sürmek, değmek, temas etmek;"n.;v.";The documentary touched many viewers by showing how families rebuilt their lives after losing everything in the flood.;Belgesel, selde her şeyini kaybeden ailelerin hayatlarını nasıl yeniden kurduğunu göstererek birçok izleyiciyi duygulandırdı.;;;B2;academic & general;
touch upon;kısaca değinmek, temas etmek;phr. v.;The historical treatise managed to touch upon regional demographic shifts without digressing from the core thesis.;Tarihsel inceleme, ana tezden sapmaksızın bölgesel demografik değişimlere kısaca değinmeyi başardı.;"mention; broach; advert to";"ignore; omit; disregard";B2;academic & writing;Akademik metinlerin kapsam ve değinmelerinde çok sık kullanılır.
tough;"zor, zorlu, çetin; katı, sert; sağlam, dayanıklı";adj.;The new composite is tough enough to withstand repeated impacts while remaining much lighter than steel.;Yeni kompozit, çelikten çok daha hafif kalırken tekrarlanan darbelere dayanacak kadar sağlamdır.;"difficult; hard; durable";"easy; tender; fragile";B2;chemistry & materials;Fiziksel dayanıklılık, zorluk derecesi veya kişilik özelliği için kullanılır.
tourism;turizm;n.;The development of tourism has brought both economic benefits and environmental challenges to many coastal regions.;Turizmin gelişmesi, birçok kıyı bölgesine hem ekonomik faydalar hem de çevresel zorluklar getirmiştir.;"travel; sightseeing; vacationing";;A2;travel & tourism;
tourist;turist;n.;Millions of tourists visit Niagara every year.;Milyonlarca turist her yıl Niagara'yı ziyaret eder.;"visitor; sightseer";;A2;travel & tourism;
tournament;Turnuva;n.;Thirty-two of the world's best football teams will compete in the tournament for the championship title.;Dünyanın en iyi otuz iki futbol takımı, şampiyonluk unvanı için turnuvada yarışacak.;"Competition; contest; championship";;B1;sports & fitness;
toward;karşı, yönünde, -e doğru;prep.;He took a step toward the door, but then he hesitated and turned back to face me.;Kapıya doğru bir adım attı ama sonra tereddüt etti ve bana bakmak için geri döndü.;"in the direction of; regarding";away from;B1;comparison & evaluation;
towards;---e doğru, amacıyla;prep.;Public attitudes towards remote work have changed as organizations gained more experience managing distributed teams.;Kurumlar dağınık ekipleri yönetme konusunda daha fazla deneyim kazandıkça uzaktan çalışmaya yönelik kamu tutumları değişti.;"in the direction of; for";;B1;comparison & evaluation;
toxic;toksik, zehirli;adj.;Toxic metals can accumulate in river sediment and remain hazardous long after the original pollution source is removed.;Zehirli metaller nehir tortusunda birikebilir ve ilk kirlilik kaynağı ortadan kaldırıldıktan çok sonra bile tehlikeli kalabilir.;"poisonous; harmful; dangerous; noxious";"harmless; safe; non-toxic";B2;academic & general;Zehirli veya zararlı.
toxicity;toksisite, zehirlilik;n.;The evidence showed that toxicity played a substantial role in shaping patient outcomes under conditions of prolonged uncertainty.;Kanıtlar, toksisite unsurunun hasta sonuçları üzerinde uzun süren belirsizlik koşullarında belirgin bir rol oynadığını gösterdi.;;;C1;medicine & health;
toxin;toksin, zehir;n.;Some bacteria produce a toxin that damages nerves and can cause severe illness even in very small amounts.;Bazı bakteriler sinirlere zarar veren ve çok küçük miktarlarda bile ağır hastalığa yol açabilen bir toksin üretir.;"poison; contaminant; pollutant; venom";"antitoxin; antidote";C1;academic & general;Canlı organizmalar tarafından üretilen zehirli madde.
toy with;"ile oynamak; ciddiye almamak, hafifçe ilgilenmek";phr. v.;He toyed with the idea of quitting his job.;İşinden ayrılma fikriyle oyalandı.;"play with; consider lightly; flirt with";;C2;psychology & mind;Bir fikri ciddi şekilde düşünmeden üzerinde oynamak. 'Flirt with' eş anlamlısıdır.
trace;"izini sürmek; iz, işaret; azıcık";"n.;v.";Investigators traced the contamination to a leaking storage tank located upstream from the affected wells.;Soruşturmacılar kirliliğin kaynağını etkilenen kuyuların yukarısında bulunan sızdıran bir depolama tankına kadar izledi.;"track; hint; bit";;B2;academic & general;Birini veya bir şeyi bulmak için gelişimini veya yolunu takip etmek veya çok küçük bir miktar.
traceability;izlenebilirlik;n.;Full traceability allows manufacturers to identify the source of a defective component within minutes.;Tam izlenebilirlik, üreticilerin kusurlu bir parçanın kaynağını dakikalar içinde belirlemesini sağlar.;;;C1;risk & safety;
track down;izini sürüp bulmak;phr. v.;Health authorities worked day and night to track down anyone who had direct contact with the patient.;Sağlık yetkilileri, hasta ile doğrudan teması olan herkesin izini sürüp bulmak için gece gündüz çalıştı.;"trace; locate; hunt down";"lose track of; miss";B2;medicine & health;Filyasyon, suçlu takibi ve kayıp kaynakların tespiti metinlerinde sıktır.
tractable;uysal, kolay yönetilebilir;adj.;The newly discovered material is highly tractable, making it perfect for manufacturing complex shapes.;Yeni keşfedilen malzeme son derece uysal (kolay işlenebilir), bu da onu karmaşık şekiller üretmek için mükemmel kılıyor.;"malleable; compliant; docile";"intractable; stubborn; unruly";C2;"research & science;psychology & mind";Hem şekil verilebilen maddeler hem de söz dinleyen itaatkar insanlar için kullanılır.
trade;ticaret, iş;n.;International trade can expand market access, but its distributional effects differ substantially across sectors, regions, and income groups.;"Uluslararası ticaret pazara erişimi genişletebilir; ancak dağılımsal etkileri sektörler, bölgeler ve gelir grupları arasında önemli ölçüde farklılaşır.";"commerce; business; exchange";;A2;work & career;
trade barrier;ticaret engeli;n.;The new licensing requirement became a trade barrier for small exporters.;Yeni lisans zorunluluğu küçük ihracatçılar için bir ticaret engeline dönüştü.;;;C1;economics;
trade deficit;dış ticaret açığı;n.;The trade deficit widened because imports grew faster than exports.;İthalat ihracattan daha hızlı arttığı için dış ticaret açığı genişledi.;;;B2;economics;
trade surplus;dış ticaret fazlası;n.;Strong manufacturing exports helped the country maintain a trade surplus.;Güçlü imalat ihracatı ülkenin dış ticaret fazlasını korumasına yardımcı oldu.;;;B2;economics;
trademark;ticari marka;n.;The court ruled that the disputed logo was too similar to the registered trademark.;Mahkeme, tartışmalı logonun tescilli ticari markaya fazla benzediğine hükmetti.;;;B2;law & justice;
tradeoff;takas, ödünleşme;n.;There is a tradeoff between speed and quality.;Hız ve kalite arasında bir ödünleşme var.;"compromise; exchange";;B2;academic & general;
trader;tüccar;n.;He is a well-known trader in the city.;Şehirde tanınmış bir tüccardır.;"dealer; merchant; buyer";;B1;academic & general;
tradesman;esnaf;n.;The tradesman delivered the goods.;Esnaf malları teslim etti.;"shopkeeper; merchant; craftsman";;B2;academic & general;
trading;ticaret, alışveriş;n.;Trading on the stock market was busy today.;Borsada işlem bugün yoğundu.;"dealing; commerce; business";;B1;shopping & consumer;
tradition;gelenek, görenek;n.;The tradition of communal harvesting survives because neighbours still share labour during the busiest weeks of the year.;Toplu hasat geleneği, komşular yılın en yoğun haftalarında hâlâ emeği paylaştığı için yaşamaya devam ediyor.;"custom; practice; habit";;A2;culture & customs;
traditional;geleneksel;adj.;The beautiful young bride wore a stunning traditional white dress during the memorable wedding ceremony in the historic church.;Güzel genç gelin, tarihi kilisedeki unutulmaz düğün töreni sırasında çarpıcı bir geleneksel beyaz elbise giymişti.;"conventional; customary";"modern; non-traditional";B1;culture & customs;
traditionally;geleneksel olarak;adv.;Fishermen traditionally repaired their boats during winter, when rough seas made regular coastal work difficult.;Balıkçılar geleneksel olarak teknelerini, dalgalı denizlerin düzenli kıyı çalışmalarını zorlaştırdığı kış aylarında onarırdı.;"conventionally; customarily";"unusually; rarely";B1;culture & customs;
tragedy;Trajedi, Facia;n.;The whole community was in shock following the tragic loss of life in the terrible train tragedy.;Korkunç tren faciasında hayatını kaybedenlerin ardından tüm topluluk şok içindeydi.;"Disaster; catastrophe; calamity";"Comedy; fortune; success";B2;literature & publishing;
train;eğitmek;v.;It takes months to train a new employee to perform all their duties correctly and efficiently.;Yeni bir çalışanı tüm görevlerini doğru ve verimli bir şekilde yerine getirecek şekilde eğitmek aylar alır.;"teach; coach";"learn; ignore";B1;transportation & traffic;
training;eğitim;n.;Figure out what training options.;Hangi eğitim seçeneklerini anlamak.;"instruction; coaching";;B1;education & learning;
trait;özellik, nitelik;n.;Curiosity is a valuable trait in research because unexpected results often require investigators to question familiar assumptions.;"Merak araştırmada değerli bir özelliktir; çünkü beklenmedik sonuçlar araştırmacıların tanıdık varsayımları sorgulamasını çoğu zaman gerektirir.";"characteristic; feature; quality";;B2;academic & general;
trance;trans;n.;The shaman went into a deep trance to communicate with the spirit world, a practice common in many indigenous cultures.;Şaman, birçok yerli kültürde yaygın bir uygulama olan ruhlar dünyasıyla iletişim kurmak için derin bir transa girdi.;"daze; stupor; hypnotic state";"alertness; awareness";C1;academic & general;
tranquil;sakin, huzurlu;adj.;They decided to escape the noise and stress of the city and spend a tranquil weekend at a small cottage in the countryside.;Şehrin gürültüsünden ve stresinden kaçıp, kırsalda küçük bir kulübede sakin bir hafta sonu geçirmeye karar verdiler.;"peaceful; calm; serene";"chaotic; noisy";B2;emotions & attitudes;
transboundary;sınır aşan;adj.;The results pointed to a transboundary diplomatic stance in the cases examined across the cases examined.;Sonuçlar, incelenen vakalarda incelenen vakalar genelinde sınır aşan bir diplomatik tutum bulunduğuna işaret etti.;;;C1;international relations;
transcend;aşmak, ötesine geçmek;v.;The public-health challenge transcends national borders and therefore requires sustained international coordination.;Halk sağlığı sorunu ulusal sınırları aşmakta ve bu nedenle sürekli uluslararası eşgüdüm gerektirmektedir.;"surpass; go beyond; exceed";"remain within; fall short of; be confined to";C1;"medicine & health;international relations";Fiziksel veya kavramsal sınırların ötesine geçmek anlamında güçlü akademik fiildir.
transcription;transkripsiyon;n.;The drug reduced transcription of the gene involved in the inflammatory response.;İlaç, iltihabi yanıtta görev alan genin transkripsiyonunu azalttı.;;;C1;medicine & health;
transcriptional;genetik transkripsiyona ilişkin;adj.;The project encountered a transcriptional biological process that required closer attention in the most demanding operating conditions.;Proje, en zorlayıcı işletme koşullarında daha yakından incelenmesi gereken genetik transkripsiyona ilişkin bir biyolojik süreç ile karşılaştı.;;;C2;biology & genetics;
transducer;dönüştürücü;n.;The transducer converts the measured physical quantity into an electrical signal.;Dönüştürücü, ölçülen fiziksel büyüklüğü elektriksel sinyale çevirir.;;;C1;technology & it;
transfer;transfer etmek;"n.;v.";He transferred the files to his computer.;Dosyaları bilgisayarına aktardı.;"move; shift";keep;B1;academic & general;
transform;dönüştürmek, değiştirmek;v.;Reliable broadband can transform rural economies by enabling remote work, online education, and access to distant markets.;"Güvenilir geniş bant; uzaktan çalışma, çevrim içi eğitim ve uzak pazarlara erişim sağlayarak kırsal ekonomileri dönüştürebilir.";"change; alter; convert";"preserve; maintain";B2;academic & general;
transgenic;başka organizmadan gen aktarılmış;adj.;The results pointed to a transgenic biological process in the cases examined after the revised rules took effect.;Sonuçlar, incelenen vakalarda yeni kurallar yürürlüğe girdikten sonra başka organizmadan gen aktarılmış bir biyolojik süreç bulunduğuna işaret etti.;;;C1;biology & genetics;
transgress;"kural ihlali yapmak; günah işlemek";v.;The corporation transgressed multiple environmental laws by illegally dumping toxic waste into the local river.;Şirket yerel nehre zehirli atık dökerek birden fazla çevre yasasını ihlal etti.;"violate; infringe; breach";"obey; comply; observe";C1;"law & justice;environment & ecology";Yasaları veya ahlaki sınırları aşma eylemini nitelemek için 'violate' yerine kullanılabilen C1 fiil.
transience;geçicilik;n.;The evidence showed that transience played a substantial role in shaping the final outcome over the course of the decade.;Kanıtlar, geçicilik unsurunun nihai sonuç üzerinde on yıl boyunca belirgin bir rol oynadığını gösterdi.;;;C2;time & frequency;
transient;"geçici; kısa süreli";adj.;The city has a large transient population of students.;Şehrin çok sayıda geçici öğrenci nüfusu var.;"temporary; passing; fleeting";"permanent; lasting; constant";C1;time & frequency;
transition;"geçiş, intikal, değişme, geçme; geçiş yapmak, geçmek";"n.;v.";A rapid transition away from coal requires new jobs and training in regions that currently depend on mining.;Kömürden hızlı geçiş, bugün madenciliğe bağımlı bölgelerde yeni işler ve eğitim gerektirir.;"change; shift; conversion; move";;B2;academic & general;Bir durumdan veya aşamadan diğerine geçme süreci.
transitivity;fiilin nesne alabilme özelliği;n.;The project tracked changes in transitivity alongside language use during the first year of implementation.;Proje, fiilin nesne alabilme özelliği alanındaki değişimleri dil kullanımı ile birlikte uygulamanın ilk yılında izledi.;;;C2;language & linguistics;
translate;dönüşmek, çevirmek;v.;Scientific discoveries do not automatically translate into public benefit unless they are affordable and accessible.;Bilimsel keşifler, uygun maliyetli ve erişilebilir olmadıkça kendiliğinden kamu yararına dönüşmez.;"convert; transform";;B1;academic & general;
transmissibility;bulaşabilirlik veya iletilebilirlik;n.;Researchers assessed the implications of transmissibility for patient outcomes when resources were especially limited.;Araştırmacılar, bulaşabilirlik veya iletilebilirlik unsurunun hasta sonuçları açısından sonuçlarını kaynakların özellikle sınırlı olduğu koşullarda değerlendirdi.;;;C1;medicine & health;
transmission;aktarım, iletme, gönderme, geçirme;n.;Improved ventilation can reduce airborne transmission of respiratory infections in crowded indoor spaces.;Geliştirilmiş havalandırma, kalabalık kapalı alanlarda solunum yolu enfeksiyonlarının hava yoluyla bulaşmasını azaltabilir.;;;C1;academic & general;
transmission constraint;iletişim şebekesindeki taşıma kısıtı;n.;The project tracked changes in transmission constraint alongside energy-system reliability during a period of rapid institutional change.;Proje, iletişim şebekesindeki taşıma kısıtı alanındaki değişimleri enerji sistemi güvenilirliği ile birlikte hızlı kurumsal değişim döneminde izledi.;;;C1;energy & resources;
transmit;iletmek, aktarmak;v.;Mosquitoes can transmit several viral diseases when they feed on infected people and later bite others.;Sivrisinekler enfekte kişilerden kan emip daha sonra başkalarını ısırdıklarında çeşitli viral hastalıkları bulaştırabilir.;"send; convey; broadcast";receive;B2;communication & media;
transmitter;verici;n.;The powerful radio transmitter broadcasts clear signals to all the isolated villages in the mountains.;Güçlü radyo vericisi dağlardaki tüm izole köylere net sinyaller yayınlar.;"broadcaster; sender";receiver;C1;academic & general;
transmute;dönüştürmek, şeklini/doğasını değiştirmek;v.;The ancient alchemists foolishly believed they could transmute base metals into pure gold.;Eski simyacılar, değersiz metalleri saf altına dönüştürebileceklerine aptalca inandılar.;"transform; convert; metamorphose";"preserve; maintain";C2;"research & science;technology & it";Bir şeyin tamamen başka bir yapıya (genelde daha iyiye) bürünmesi.
transnational;ulusötesi;adj.;The evidence was consistent with a transnational diplomatic stance after the revised rules took effect.;Kanıtlar, yeni kurallar yürürlüğe girdikten sonra ulusötesi bir diplomatik tutum ile uyumluydu.;;;C1;international relations;
transparency;şeffaflık, saydamlık;n.;Greater transparency in public procurement makes it easier to detect conflicts of interest and unexplained price differences.;Kamu alımlarında daha fazla şeffaflık, çıkar çatışmalarını ve açıklanamayan fiyat farklarını tespit etmeyi kolaylaştırır.;"clarity; openness; lucidity";"opacity; obscurity";C1;academic & general;
transparent;"şeffaf, saydam, transparan; açık, belli";adj.;Transparent reporting allows citizens to see how public money is spent and whether promised projects are actually completed.;Şeffaf raporlama vatandaşların kamu parasının nasıl harcandığını ve vaat edilen projelerin gerçekten tamamlanıp tamamlanmadığını görmesini sağlar.;"clear; see-through; obvious";"opaque; unclear; vague";B2;academic & general;
transpiration;bitkilerde terleme yoluyla su kaybı;n.;The project tracked changes in transpiration alongside the final outcome as the project entered its final phase.;Proje, bitkilerde terleme yoluyla su kaybı alanındaki değişimleri nihai sonuç ile birlikte proje son aşamasına girerken izledi.;;;C1;plants & botany;
transplant;"nakletmek; organ veya doku nakli yapmak";v.;Doctors may transplant a healthy kidney from a living donor when careful testing confirms compatibility.;Dikkatli testler uyumluluğu doğruladığında doktorlar canlı bir vericiden sağlıklı bir böbreği nakledebilir.;;;C1;anatomy & physiology;
transport;taşımak, nakletmek, götürmek;"n.;v.";Railways can transport large quantities of freight with lower emissions than trucks over long distances.;Demiryolları uzun mesafelerde kamyonlara göre daha düşük emisyonla büyük miktarda yük taşıyabilir.;;;C1;"transportation & traffic;movement & location";
trap;"tuzak, kapan; tuzağa düşürmek, hapsetmek, kapana kıstırmak";"n.;v.";Warm air trapped between closely spaced buildings can keep night-time urban temperatures unusually high.;Birbirine yakın binalar arasında hapsolan sıcak hava, kentsel gece sıcaklıklarını olağan dışı derecede yüksek tutabilir.;"snare; ambush; entrap; trick";"release; free; liberate";B2;academic & general;Fiziksel bir tuzak veya mecazi olarak birini zor bir duruma sokmayı ifade eder.
travesty;çarpıtma, saçma bir örnek;n.;The father argued that using public funds to pay for his son's murderer to attend college was a complete travesty of justice and common sense.;Baba, oğlunun katilinin üniversiteye gitmesi için kamu fonlarını kullanmanın, adaletin ve sağduyunun tamamen saçma bir örneği olduğunu savundu.;"distortion; perversion; mockery";;C1;academic & general;
treachery;ihanet, hainlik;n.;The general regarded the secret agreement with the enemy as an act of treachery rather than a legitimate negotiation.;General, düşmanla yapılan gizli anlaşmayı meşru bir müzakereden çok bir ihanet eylemi olarak gördü.;"betrayal; disloyalty; treason";"loyalty; faithfulness; allegiance";C1;academic & general;
treasure;"hazine; değerli insan/şey; çok değer vermek";"n.;v.";Local residents treasure the wetland because it provides wildlife habitat, flood protection, and a quiet place for recreation.;"Yerel sakinler sulak alana büyük değer verir; çünkü alan yaban hayatına yaşam alanı, sel koruması ve dinlenmek için sakin bir yer sağlar.";"cherish; value; fortune";"neglect; disdain; trash";B2;"people & identity;ethics & values";Değerli eşyalar veya birine/şeye çok değer vermek.
treat;tedavi etmek, davranmak, ele almak;v.;Doctors treat severe dehydration with carefully controlled fluids to restore water and electrolyte balance.;Doktorlar ağır sıvı kaybını su ve elektrolit dengesini yeniden sağlamak için dikkatle kontrol edilen sıvılarla tedavi eder.;"handle; cure";"mistreat; ignore";B1;medicine & health;
treatment;tedavi;n.;The patient is responding well to the new treatment, and his condition has improved significantly over the past few weeks.;Hasta yeni tedaviye iyi yanıt veriyor ve durumu son birkaç hafta içinde önemli ölçüde iyileşti.;"therapy; cure; medication";;B2;medicine & health;
treaty;antlaşma, pakt;n.;The treaty requires neighbouring states to notify one another before projects that could alter the shared river's flow.;Antlaşma, komşu devletlerin ortak nehrin akışını değiştirebilecek projelerden önce birbirlerine bildirimde bulunmasını gerektirir.;"pact; agreement; accord; convention";;B2;international relations;Ülkeler veya gruplar arasında yapılan resmi anlaşma.
tremendous;Çok Büyük, Müthiş, Harika;adj.;The new irrigation system produced a tremendous increase in crop yields while using less water per hectare.;Yeni sulama sistemi hektar başına daha az su kullanırken ürün veriminde muazzam bir artış sağladı.;"Enormous; huge; immense; great";"Tiny; small; insignificant";B2;"measurement & quantity;comparison & evaluation";
trenchant;keskin, etkili, yerinde ve çarpıcı;adj.;The sociologist offered a trenchant critique of consumerism and its disruptive effects on communal cohesion.;Sosyolog, tüketim çılgınlığına ve bunun toplumsal uyum üzerindeki yıkıcı etkilerine dair son derece keskin bir eleştiri sundu.;"incisive; acute; piercing";"vague; bland; superficial";C2;society & social issues;Derinlikli ve vurucu akademik eleştirileri tanımlamakta kullanılır.
trend;eğilim;n.;There is a trend towards healthier eating.;Daha sağlıklı beslenmeye yönelik bir eğilim var.;"tendency; fashion";;B1;data & statistics;
