en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
downsize;küçülmek veya küçültmek, personel azaltmak;v.;In the final technical report, due to budget cuts, the municipal administration decided to downsize several public infrastructure plans.;Nihai teknik raporda, bütçe kısıntıları nedeniyle belediye yönetimi, bazı kamu altyapı planlarını küçültmeye ve kısmaya karar verdi.;"scale back; reduce; curtail";"expand; increase; enlarge";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
extirpate;kökünü kazımak, tamamen yok etmek;v.;After several months of fieldwork, the newly elected reformist mayor pledged to extirpate bureaucratic corruption in the licensing bureau.;Aylar süren saha çalışmasının ardından, yeni seçilen reformist belediye başkanı, ruhsatlandırma bürosundaki bürokratik yolsuzluğun kökünü kazıma sözü verdi.;"root out; eradicate; weed out";"cultivate; foster; nourish";B2;"government_politics;international_relations";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
impede;geciktirmek, aksatmak;v.;From a regulatory perspective, unexpected logistical supply delays impede the planned bridge inauguration by more than six months.;Düzenleyici açıdan bakıldığında, beklenmeyen lojistik tedarik gecikmeleri, planlanan köprü açılışını altı aydan fazla geciktirdi ve aksattı.;"set back; delay; hinder";"accelerate; advance; expedite";B2;technology_it;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
sprout;"filizlenmek; ortaya çıkmak";v.;In a comparative assessment, co-working spaces and artisanal cafes began to sprout all across the gentrified warehouse district.;Karşılaştırmalı değerlendirmede, dönüştürülen depo bölgesinin dört bir yanında ortak çalışma alanları ve butik kafeler hızla türemeye başladı.;"spring up; appear suddenly; mushroom";"disappear; vanish; wither";B2;society_social_issues;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
hunt down;izini sürüp bulmak;phr. v.;During the parliamentary hearing, health authorities worked day and night to hunt down anyone who had direct contact with the patient.;Parlamento oturumu sırasında, sağlık yetkilileri, hasta ile doğrudan teması olan herkesin izini sürüp bulmak için gece gündüz çalıştı.;"track down; trace; locate";"lose track of; miss";B2;medicine_health;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
ignitable;yanıcı, alev alabilir, tutuşan;adj.;In the peer-review process, workers must wear protective clothing when handling ignitable materials near hot industrial furnaces.;Hakem değerlendirmesi sürecinde, i̇şçiler, sıcak endüstriyel fırınların yakınında yanıcı maddelerle çalışırken koruyucu giysiler giymelidir.;"combustible; flammable; burnable";"incombustible; fireproof; nonflammable";B2;chemistry_materials;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
burnable;yanıcı, alev alabilir, tutuşan;adj.;As the evidence accumulated, workers must wear protective clothing when handling burnable materials near hot industrial furnaces.;Kanıtlar biriktikçe, i̇şçiler, sıcak endüstriyel fırınların yakınında yanıcı maddelerle çalışırken koruyucu giysiler giymelidir.;"combustible; flammable; ignitable";"incombustible; fireproof; nonflammable";B2;chemistry_materials;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
suppression;gizleme, saklama, örtbas etme;n.;Within the broader research programme, the intentional suppression of financial records led to severe regulatory fines against the corporation.;Daha geniş araştırma programı kapsamında, mali kayıtların kasıtlı olarak gizlenmesi ve saklanması, şirkete karşı ağır düzenleyici para cezalarına yol açtı.;"concealment; hiding; secrecy";"disclosure; revelation; exposure";B2;law_justice;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
secrecy;gizleme, saklama, örtbas etme;n.;During the public consultation, the intentional secrecy of financial records led to severe regulatory fines against the corporation.;Kamuoyu istişaresi sırasında, mali kayıtların kasıtlı olarak gizlenmesi ve saklanması, şirkete karşı ağır düzenleyici para cezalarına yol açtı.;"concealment; hiding; suppression";"disclosure; revelation; exposure";B2;law_justice;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
perpetrator;suçlu, fail, asıl sorun kaynağı;n.;As part of the risk assessment, scientists identified carbon emissions from coal plants as the primary perpetrator behind localized smog.;Risk değerlendirmesinin bir parçası olarak, bilim insanları, yerel hava kirliliğinin arkasındaki ana suçlu ve asıl sebep olarak kömür santrallerinden çıkan karbon emisyonlarını belirledi.;"culprit; offender; root cause";"victim; innocent";B2;environment_ecology;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
unwieldy;hantal, zahmetli, taşıması/yürütmesi zor;adj.;In a newly published evaluation, small business owners complained about the unwieldy paperwork required to obtain banking credit.;Yeni yayımlanan değerlendirmede, küçük işletme sahipleri, banka kredisi almak için gereken hantal ve zahmetli evrak işlerinden şikayet etti.;"cumbersome; burdensome; clumsy";"convenient; manageable; streamlined";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
burdensome;hantal, zahmetli, taşıması/yürütmesi zor;adj.;After the initial findings were challenged, small business owners complained about the burdensome paperwork required to obtain banking credit.;İlk bulgular sorgulandıktan sonra, küçük işletme sahipleri, banka kredisi almak için gereken hantal ve zahmetli evrak işlerinden şikayet etti.;"cumbersome; unwieldy; clumsy";"convenient; manageable; streamlined";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
depress;azaltmak, kırmak (heves/talep);v.;Within the updated analytical framework, rising benchmark interest rates served to depress consumer demand across the national automotive sector.;Güncellenmiş analitik çerçeve içinde, yükselen gösterge faiz oranları, ulusal otomotiv sektöründe tüketici talebini azaltmaya ve kırmaya yaradı.;"dampen; subdue; curb";"boost; stimulate; invigorate";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
perceptible;fark edilebilir, belirgin;adj.;In a follow-up analysis, clinical researchers noted a perceptible improvement in cognitive function among participating patients.;Takip eden analizde, klinik araştırmacılar, katılımcı hastalar arasında bilişsel işlevde fark edilebilir ve belirgin bir iyileşme kaydetti.;"discernible; noticeable; detectable";"imperceptible; invisible; indistinct";B2;medicine_health;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
trespass;sınırını aşmak, izinsiz yayılmak;v.;According to independent reviewers, unplanned urban sprawl continues to trespass upon vital wildlife habitats and productive agricultural soils.;Bağımsız incelemecilere göre, plansız kentsel yayılma, hayati yaban hayatı yaşam alanlarına ve verimli tarım topraklarına izinsiz tecavüz edip yayılmaya devam ediyor.;"encroach; infringe; intrude";"respect; retreat; withdraw";B2;environment_ecology;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
debasement;tağşiş, saflığını bozma, hile karıştırma;n.;During the subsequent inquiry, strict laboratory testing was enforced at the border to prevent the debasement of imported dairy products.;Sonraki soruşturma sırasında, i̇thal süt ürünlerine hile karıştırılmasını ve tağşişi önlemek için sınırda sıkı laboratuvar testleri uygulandı.;"adulteration; contamination; impurity";"purification; refinement";B2;"medicine_health;daily_life";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
impurity;tağşiş, saflığını bozma, hile karıştırma;n.;In the final technical report, strict laboratory testing was enforced at the border to prevent the impurity of imported dairy products.;Nihai teknik raporda, i̇thal süt ürünlerine hile karıştırılmasını ve tağşişi önlemek için sınırda sıkı laboratuvar testleri uygulandı.;"adulteration; contamination; debasement";"purification; refinement";B2;"medicine_health;daily_life";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
estrangement;yabancılaşma, tecrit olma, soğuma;n.;After several months of fieldwork, rapid urbanization and social isolation can contribute significantly to youth estrangement in big cities.;Aylar süren saha çalışmasının ardından, hızlı kentleşme ve sosyal izolasyon, büyük şehirlerde gençlerin yabancılaşmasına önemli ölçüde katkıda bulunabilir.;"alienation; isolation; detachment";"integration; belonging; inclusion";B2;society_social_issues;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
merger;birleşme, birleştirme, kaynaşma;n.;From a regulatory perspective, the sudden merger of the two telecommunication networks created the largest mobile provider in the region.;Düzenleyici açıdan bakıldığında, i̇ki telekomünikasyon ağının ani birleşmesi, bölgedeki en büyük mobil sağlayıcıyı ortaya çıkardı.;"amalgamation; consolidation; combination";"separation; division; split";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
determinable;belirlenebilir, doğrulanabilir, tespit edilebilir;adj.;In a comparative assessment, the economic damages caused by the coastal flooding were readily determinable through satellite imaging.;Karşılaştırmalı değerlendirmede, kıyı taşkınının neden olduğu ekonomik zararlar, uydu görüntüleri aracılığıyla kolayca tespit edilebilir nitelikteydi.;"ascertainable; verifiable; measurable";"unascertainable; dubious; uncertain";B2;data_statistics;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
verifiable;belirlenebilir, doğrulanabilir, tespit edilebilir;adj.;During the parliamentary hearing, the economic damages caused by the coastal flooding were readily verifiable through satellite imaging.;Parlamento oturumu sırasında, kıyı taşkınının neden olduğu ekonomik zararlar, uydu görüntüleri aracılığıyla kolayca tespit edilebilir nitelikteydi.;"ascertainable; determinable; measurable";"unascertainable; dubious; uncertain";B2;data_statistics;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
forgo;vazgeçmek, feragat etmek;v.;In the revised policy brief, she decided not to forgo the unique opportunity to conduct postdoctoral research in Tokyo.;Gözden geçirilen politika notunda, tokyo'da doktora sonrası araştırma yapma yönündeki bu eşsiz fırsatı geri çevirmemeye ve kaçırmamaya karar verdi.;"pass up; decline; miss";"seize; accept; grasp";B2;education_learning;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
pull back;geri çekilmek, tereddüt etmek;phr. v.;Following additional laboratory tests, investors decided to pull back from the speculative mining venture until geopolitical stability returned.;Ek laboratuvar testlerinin ardından, yatırımcılar, jeopolitik istikrar geri gelene kadar spekülatif madencilik girişiminden geri çekilmeye karar verdiler.;"draw back; withdraw; recoil";"advance; proceed";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
assertion;iddia, sav, suçlama;n.;In a detailed case study, the judicial commission initiated an independent inquiry into the assertion of systemic electoral fraud.;Ayrıntılı vaka çalışmasında, adli komisyon, sistemik seçim hilesi iddiası üzerine bağımsız bir soruşturma başlattı.;"allegation; claim; accusation";"proof; denial; exculpation";B2;law_justice;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
capability;yetkinlik, ehliyet, yeterlilik;n.;As the evidence accumulated, language capability is evaluated through written reading comprehension and verbal expression tests.;Kanıtlar biriktikçe, dil yetkinliği, yazılı okuduğunu anlama ve sözlü ifade sınavları aracılığıyla değerlendirilir.;"competence; proficiency; aptitude";"incompetence; inability; ineptitude";B2;education_learning;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
proficiency;yeterlilik, ustalık;n.;In a later institutional review, language proficiency is evaluated through written reading comprehension and verbal expression tests.;Daha sonraki kurumsal incelemede, dil yetkinliği, yazılı okuduğunu anlama ve sözlü ifade sınavları aracılığıyla değerlendirilir.;"competence; capability; aptitude";"incompetence; inability; ineptitude";B2;education_learning;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
healing;tedavi edici, şifa verici;adj.;Within the broader research programme, the indigenous botanical extract exhibited notable healing properties against chronic microbial infections.;Daha geniş araştırma programı kapsamında, yerel bitkisel özüt, kronik mikrobiyal enfeksiyonlara karşı kayda değer tedavi edici özellikler sergiledi.;"curative; therapeutic; remedial";"harmful; toxic; debilitating";B2;medicine_health;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
authoritative;yetkili, güvenilir, otorite kabul edilen;adj.;In the longitudinal study, the peer-reviewed paper is regarded as the authoritative study on seventeenth-century Mediterranean maritime commerce.;Boylamsal çalışmada, hakemli makale, on yedinci yüzyıl Akdeniz deniz ticareti üzerine yapılmış kesin ve nihai çalışma olarak kabul edilmektedir.;"definitive; conclusive; final";"tentative; provisional; ambiguous";B2;academic_writing;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
disincentive;caydırıcı etken;n.;In a newly published evaluation, military analysts argued that robust coastal defenses provided sufficient disincentive against maritime intrusion.;Yeni yayımlanan değerlendirmede, askeri analistler, güçlü kıyı savunmasının denizden yapılabilecek sızmalara karşı yeterli bir caydırıcılık sağladığını savundu.;"deterrence; prevention; restraint";"incentive; encouragement";B2;"government_politics;international_relations";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
flexibility;esneklik, bükülgenlik;n.;According to independent reviewers, economists measured the price flexibility of gasoline demand to evaluate the impact of carbon taxation.;Bağımsız incelemecilere göre, ekonomistler, karbon vergilendirmesinin etkisini değerlendirmek için benzin talebinin fiyat esnekliğini ölçtüler.;"elasticity; resilience; responsiveness";"rigidity; inelasticity";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
responsiveness;esneklik, bükülgenlik;n.;During the subsequent inquiry, economists measured the price responsiveness of gasoline demand to evaluate the impact of carbon taxation.;Sonraki soruşturma sırasında, ekonomistler, karbon vergilendirmesinin etkisini değerlendirmek için benzin talebinin fiyat esnekliğini ölçtüler.;"elasticity; flexibility; resilience";"rigidity; inelasticity";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
versatility;uyum yeteneği, adapte olabilme;n.;In the final technical report, evolutionary biologists emphasize that genetic diversity is essential for the climate versatility of species.;Nihai teknik raporda, evrimsel biyologlar, genetik çeşitliliğin türlerin iklimsel uyum yeteneği açısından vazgeçilmez olduğunu vurgulamaktadır.;"adaptability; flexibility; resilience";"rigidity; inflexibility";B2;biology_genetics;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
prudence;ihtiyat, sağduyu;n.;After several months of fieldwork, financial analysts questioned the prudence of issuing sovereign debt during period of extreme currency volatility.;Aylar süren saha çalışmasının ardından, finans analistleri, aşırı kur dalgalanması döneminde kamu borçlanma senedi ihraç etmenin uygunluğunu ve akla yatkınlığını sorguladı.;"advisability; wisdom; expediency";"inadvisability; imprudence; foolishness";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
expediency;pratik yarar, amaca uygunluk;n.;From a regulatory perspective, financial analysts questioned the expediency of issuing sovereign debt during period of extreme currency volatility.;Düzenleyici açıdan bakıldığında, finans analistleri, aşırı kur dalgalanması döneminde kamu borçlanma senedi ihraç etmenin uygunluğunu ve akla yatkınlığını sorguladı.;"advisability; prudence; wisdom";"inadvisability; imprudence; foolishness";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
distress;acı vermek, musallat olmak;v.;In a comparative assessment, waterborne bacterial diseases continue to distress vulnerable populations in remote settlements lacking sanitation.;Karşılaştırmalı değerlendirmede, su yoluyla bulaşan bakteriyel hastalıklar, sanitasyondan yoksun uzak yerleşimlerdeki savunmasız nüfusları olumsuz etkilemeye ve musallat olmaya devam etmektedir.;"afflict; trouble; plague";"comfort; relieve; soothe";B2;medicine_health;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
computable;hesaplanabilir, öngörülebilir;adj.;In the revised policy brief, structural engineers ensured that all wind stress factors on the suspension bridge were precisely computable.;Gözden geçirilen politika notunda, i̇nşaat mühendisleri, asma köprü üzerindeki tüm rüzgâr gerilimi faktörlerinin kesin olarak hesaplanabilir olmasını sağladı.;"calculable; measurable; predictable";"incalculable; unpredictable";B2;mathematics;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
harmoniously;bütünlük içinde, uyumlu bir şekilde;adv.;Following additional laboratory tests, the multidisciplinary medical team functioned harmoniously to handle complex surgical trauma cases.;Ek laboratuvar testlerinin ardından, çok disiplinli tıp ekibi, karmaşık cerrahi travma vakalarını yönetmek için tam bir bütünlük içinde ve uyumla çalıştı.;"cohesively; unitedly; integrally";"discordantly; disjointedly";B2;medicine_health;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
unitedly;bütünlük içinde, uyumlu bir şekilde;adv.;In a detailed case study, the multidisciplinary medical team functioned unitedly to handle complex surgical trauma cases.;Ayrıntılı vaka çalışmasında, çok disiplinli tıp ekibi, karmaşık cerrahi travma vakalarını yönetmek için tam bir bütünlük içinde ve uyumla çalıştı.;"cohesively; harmoniously; integrally";"discordantly; disjointedly";B2;medicine_health;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
integrally;bütünlük içinde, uyumlu bir şekilde;adv.;During cross-border negotiations, the multidisciplinary medical team functioned integrally to handle complex surgical trauma cases.;Sınır ötesi müzakereler sırasında, çok disiplinli tıp ekibi, karmaşık cerrahi travma vakalarını yönetmek için tam bir bütünlük içinde ve uyumla çalıştı.;"cohesively; harmoniously; unitedly";"discordantly; disjointedly";B2;medicine_health;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
definitively;kesin olarak, inandırıcı biçimde;adv.;In the peer-review process, long-term epidemiological tracking proved definitively that tobacco smoking causes severe cardiovascular damage.;Hakem değerlendirmesi sürecinde, uzun vadeli epidemiyolojik takip, tütün içiminin ağır kardiyovasküler hasara yol açtığını kesin olarak kanıtladı.;"conclusively; decisively; undeniably";"inconclusively; ambiguously";B2;research_science;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
undeniably;kesin olarak, inandırıcı biçimde;adv.;As the evidence accumulated, long-term epidemiological tracking proved undeniably that tobacco smoking causes severe cardiovascular damage.;Kanıtlar biriktikçe, uzun vadeli epidemiyolojik takip, tütün içiminin ağır kardiyovasküler hasara yol açtığını kesin olarak kanıtladı.;"conclusively; decisively; definitively";"inconclusively; ambiguously";B2;research_science;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
baffle;şaşırtmak, aklını karıştırmak;v.;In a later institutional review, unexpectedly severe mutations in the viral strain baffleed the international researchers' initial therapeutic forecasts.;Daha sonraki kurumsal incelemede, viral suştaki beklenmedik derecede ağır mutasyonlar, uluslararası araştırmacıların ilk tedavi tahminlerini altüst etti ve şaşırttı.;"confound; perplex; bewilder";"clarify; elucidate; simplify";B2;medicine_health;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
perplex;şaşırtmak, kafasını karıştırmak;v.;Within the broader research programme, unexpectedly severe mutations in the viral strain perplexed the international researchers' initial therapeutic forecasts.;Daha geniş araştırma programı kapsamında, viral suştaki beklenmedik derecede ağır mutasyonlar, uluslararası araştırmacıların ilk tedavi tahminlerini altüst etti ve şaşırttı.;"confound; baffle; bewilder";"clarify; elucidate; simplify";B2;medicine_health;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
momentous;önemli, etkili, netice kabilinden;adj.;During the public consultation, the landmark court decision was universally hailed as the most momentous constitutional reform of the modern decade.;Kamuoyu istişaresi sırasında, tarihi mahkeme kararı, modern on yılın en önemli ve etkili anayasal reformu olarak oybirliğiyle karşılandı.;"consequential; significant; impactful";"inconsequential; trivial; negligible";B2;law_justice;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
impactful;önemli, etkili, netice kabilinden;adj.;In the longitudinal study, the landmark court decision was universally hailed as the most impactful constitutional reform of the modern decade.;Boylamsal çalışmada, tarihi mahkeme kararı, modern on yılın en önemli ve etkili anayasal reformu olarak oybirliğiyle karşılandı.;"consequential; significant; momentous";"inconsequential; trivial; negligible";B2;law_justice;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
provably;kanıtlanabilir biçimde, açıkça;adv.;As part of the risk assessment, investing in early childhood nutrition provably boosts long-term educational attainment and cognitive scores.;Risk değerlendirmesinin bir parçası olarak, erken çocukluk beslenmesine yatırım yapmak, uzun vadeli eğitimsel kazanımı ve bilişsel puanları açıkça ve kanıtlanabilir biçimde artırmaktadır.;"demonstrably; clearly; manifestly";"debatably; dubiously";B2;society_social_issues;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
clearly;kanıtlanabilir biçimde, açıkça;adv.;During the expert panel discussion, investing in early childhood nutrition clearly boosts long-term educational attainment and cognitive scores.;Uzman paneli tartışması sırasında, erken çocukluk beslenmesine yatırım yapmak, uzun vadeli eğitimsel kazanımı ve bilişsel puanları açıkça ve kanıtlanabilir biçimde artırmaktadır.;"demonstrably; provably; manifestly";"debatably; dubiously";B2;society_social_issues;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
subversion;yıkıcı faaliyet, düzeni içeriden bozma;n.;In a newly published evaluation, speculative attacks on national reserves led to the sudden subversion of the regional exchange rate.;Yeni yayımlanan değerlendirmede, ulusal rezervlere yapılan spekülatif saldırılar, bölgesel döviz kurunun aniden istikrarsızlaşmasına yol açtı.;"destabilization; disruption; impairment";"stabilization; consolidation";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
shake;istikrarını bozmak, sarsmak;v.;After the initial findings were challenged, rapid currency depreciation threatened to shake the fragile post-war national banking system.;İlk bulgular sorgulandıktan sonra, hızlı para birimi değer kaybı, savaş sonrası kırılgan ulusal bankacılık sisteminin istikrarını bozmakla tehdit etti.;"destabilize; undermine; disrupt";"stabilize; strengthen; consolidate";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
depreciation;değer kaybı, amortisman;n.;Within the updated analytical framework, the sudden fiscal depreciation of the peso caused import prices to escalate rapidly across domestic retail shelves.;Güncellenmiş analitik çerçeve içinde, pezonun ani mali devalüasyonu ve değer düşüşü, iç perakende raflarında ithalat fiyatlarının hızla tırmanmasına neden oldu.;"devaluation; debasement; reduction";"revaluation; appreciation";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
forestall;önceden engellemek, önünü almak;v.;In a follow-up analysis, emergency diplomatic talks were convened in an eleventh-hour bid to forestall military escalation.;Takip eden analizde, askeri gerilimin tırmanmasını önceden engellemek ve önünü kesmek için son dakikada acil diplomatik görüşmeler toplandı.;"head off; prevent; avert";"provoke; expedite";B2;"government_politics;international_relations";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
intercede;araya girmek, aracılık etmek;v.;According to independent reviewers, the international human rights tribunal had to intercede when local judicial remedies were exhausted.;Bağımsız incelemecilere göre, yerel adli yollar tükendiğinde, uluslararası insan hakları mahkemesi araya girmek ve müdahale etmek zorunda kaldı.;"step in; intervene; arbitrate";"withdraw; remain passive";B2;law_justice;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
arbitrate;hakemlik etmek, uyuşmazlığı karara bağlamak;v.;An independent panel was appointed to arbitrate the dispute between the utility and its contractors.;Elektrik şirketi ile yüklenicileri arasındaki anlaşmazlıkta hakemlik yapmak üzere bağımsız bir kurul görevlendirildi.;"step in; intervene; intercede";"withdraw; remain passive";B2;law_justice;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
be honest with;açık konuşmak, dürüst olmak;phr. v.;In the final technical report, the medical specialist decided to be honest with the patient regarding the realistic success rates of the clinical surgery.;Nihai teknik raporda, tıp uzmanı, klinik cerrahinin gerçekçi başarı oranları konusunda hastayla dürüst ve açık konuşmaya karar verdi.;"level with; confide in; be candid with";"deceive; mislead";B2;medicine_health;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
confide in;açık konuşmak, dürüst olmak;phr. v.;Employees are more likely to confide in supervisors who handle sensitive complaints with discretion.;Çalışanlar, hassas şikâyetleri gizlilikle ele alan yöneticilere içlerini açmaya daha yatkındır.;"level with; be honest with; be candid with";"deceive; mislead";B2;medicine_health;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
be candid with;açık konuşmak, dürüst olmak;phr. v.;From a regulatory perspective, the medical specialist decided to be candid with the patient regarding the realistic success rates of the clinical surgery.;Düzenleyici açıdan bakıldığında, tıp uzmanı, klinik cerrahinin gerçekçi başarı oranları konusunda hastayla dürüst ve açık konuşmaya karar verdi.;"level with; be honest with; confide in";"deceive; mislead";B2;medicine_health;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
endorsement;onaylama, doğrulama, teyit;n.;During the parliamentary hearing, the prime minister issued a formal public endorsement of the nation's unwavering commitment to NATO collective defense.;Parlamento oturumu sırasında, başbakan, ülkenin NATO kolektif savunmasına yönelik sarsılmaz bağlılığının resmi bir teyidini ve onayını yayımladı.;"affirmation; confirmation; assertion";"denial; contradiction; repudiation";B2;"government_politics;international_relations";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
permissible;izin verilebilir, kabul edilebilir;adj.;In the revised policy brief, the environmental protection agency lowered the permissible sulfur content in commercial marine fuels.;Gözden geçirilen politika notunda, çevre koruma kurumu, ticari deniz yakıtlarındaki izin verilebilir kükürt içeriği sınırını düşürdü.;"allowable; legal; legitimate";"prohibited; forbidden; illicit";B2;environment_ecology;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
conciliation;uzlaştırma, barıştırma;n.;In a detailed case study, historical analyses of the 1930s demonstrate that geopolitical conciliation often emboldens aggressive authoritarian regimes.;Ayrıntılı vaka çalışmasında, 1930'lara ilişkin tarihsel analizler, jeopolitik taviz verme ve yatıştırma politikasının saldırgan otoriter rejimleri sıklıkla cesaretlendirdiğini göstermektedir.;"appeasement; concession; pacification";"resistance; defiance; provocation";B2;history_archaeology;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
